NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,TRABALHO-TECNICO_Id,EDITORACAO_Id,ORGANIZACAO-DE-EVENTO_Id
"Ivo Koga","KOGA, I.","1","4125957185152887",120,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",120,,,,,,,
"Omar Carvalho Branquinho","BRANQUINHO, O. C.","3","",120,,,,,,,
"Gabriel de Souza Fedel","FEDEL, G. S.","1","",121,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",121,,,,,,,
"Carla Geovana do Nascimento Macario","MACARIO, C. G. N.","1","6366851588892304",122,,,,,,,
"Sidney Roberto de Souza","SOUZA, S. R.","2","",122,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","3","",122,,,,,,,
"Joana Esther Gonzales Malaverri","MALAVERRI, J. E. G.","1","5567251262991031",123,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",123,,,,,,,
"Camilo Carromeu","CARROMEU, C.","1","",124,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",124,,,,,,,
"Daniel Cintra Cugler","Cugler, D. C.","1","6695618899739556",125,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",125,,,,,,,
"Luis Felipe de Toledo","TOLEDO, L. F.","3","7548286300603675",125,,,,,,,
"Rodrigo Dias Arruda Senra","SENRA, R. D. A. (Rodrigo Dias Arruda Senra)","1","7090242977728088",126,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",126,,,,,,,
"Matheus Silva Mota","MOTA, M. S.","1","9792905038819303",127,,,,,,,
"João Sávio Ceregatti Longo","LONGO, J. S. C.","2","0875101650894028",127,,,,,,,
"Daniel Cintra Cugler","Cugler, D. C.","3","6695618899739556",127,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","4","",127,,,,,,,
"Matheus Silva Mota","MOTA, M. S.","1","9792905038819303",128,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",128,,,,,,,
"Joana Esther Gonzales Malaverri","MALAVERRI, J. E. G.","1","5567251262991031",129,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",129,,,,,,,
"Rubens Augusto Camargo Lamparelli","LAMPARELLI, Rubens Augusto Camargo","3","",129,,,,,,,
"João Sávio Ceregatti Longo","LONGO, J. S. C.","1","0875101650894028",130,,,,,,,
"Luis Theodoro O. Camargo","Camargo, L. T. O","2","5640343188032980",130,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","3","",130,,,,,,,
"André Santanchè","SANTANCHÈ, André","4","5121623021406209",130,,,,,,,
"Ivo Koga","KOGA, I.","1","4125957185152887",131,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",131,,,,,,,
"Gabriel de Souza Fedel","FEDEL, G. S.","1","",132,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",132,,,,,,,
"Jefersson Alex dos Santos","SANTOS, J. A. (Jefersson Alex dos Santos)","3","2171782600728348",132,,,,,,,
"André Santanchè","SANTANCHÈ, André","1","5121623021406209",133,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",133,,,,,,,
"Genevieve Jomier","JOMIER, Genevieve","3","",133,,,,,,,
"Michel Zam","ZAM, M.","4","",133,,,,,,,
"Joana Esther Gonzales Malaverri","MALAVERRI, J. E. G.","1","5567251262991031",134,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",134,,,,,,,
"Guttemberg Guerra-Filho","GUERRA-FILHO, G.","1","",135,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",135,,,,,,,
"Pedro Jussieu de Rezende","REZENDE, P. J. de","3","5746822816259454",135,,,,,,,
"Bruno Siqueira Campos Mendonça Vilar","VILAR, B. S. C. M.","1","9481958972690597",136,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",136,,,,,,,
"André Santanchè","SANTANCHÈ, André","3","5121623021406209",136,,,,,,,
"Joana Esther Gonzales Malaverri","MALAVERRI, J. E. G.","1","5567251262991031",137,,,,,,,
"Matheus Silva Mota","MOTA, M. S.","2","9792905038819303",137,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","3","",137,,,,,,,
"Matheus Silva Mota","MOTA, M. S.","1","9792905038819303",138,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",138,,,,,,,
"João Sávio Ceregatti Longo","LONGO, J. S. C.","1","0875101650894028",139,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",139,,,,,,,
"Daniel Cintra Cugler","Cugler, D. C.","1","6695618899739556",140,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",140,,,,,,,
"Shashi Shekhar","SHEKHAR, S.","3","",140,,,,,,,
"Luis Felipe de Toledo","TOLEDO, L. F.","4","7548286300603675",140,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","1","",141,,,,,,,
"Jesus Pascoal Mena-Chalco","MENA-CHALCO, J. P.","2","",141,,,,,,,
"Renato Beserra Sousa","SOUSA, R. B.","1","",142,,,,,,,
"Daniel Cintra Cugler","Cugler, D. C.","2","6695618899739556",142,,,,,,,
"Joana Esther Gonzales Malaverri","MALAVERRI, J. E. G.","3","5567251262991031",142,,,,,,,
"Claudia Maria Bauzer Medeiros","Medeiros, Claudia Bauzer","4","",142,,,,,,,
"Bruno Siqueira Campos Mendonça Vilar","VILAR, B. S. C. M.","1","9481958972690597",143,,,,,,,
"André Santanchè","SANTANCHÈ, André","2","5121623021406209",143,,,,,,,
"Claudia Maria Bauzer Medeiros","Medeiros, Claudia Bauzer","3","",143,,,,,,,
"Jaudete Daltio","DALTIO, Jaudete","1","7771072815395107",144,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",144,,,,,,,
"Lucas Oliveira Batista","BATISTA, L. O.","1","",145,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",145,,,,,,,
"Jacqueline Midlej do Espirito-Santo","ESPIRITO-SANTO, J. M.","1","",146,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",146,,,,,,,
"Jacqueline Midlej do Espirito-Santo","ESPIRITO-SANTO, J. M.","1","",147,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",147,,,,,,,
"Lucas Oliveira Batista","BATISTA, L. O.","1","",148,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",148,,,,,,,
"Jordi Creus Tomas","TOMAS, J. C.","1","",149,,,,,,,
"Fabio Augusto Faria","FARIA, F. A.","2","3828728429230356",149,,,,,,,
"Julio Cesar Dalla Mora Esquerdo","ESQUERDO, J. C. D. M.","3","3063767652927900",149,,,,,,,
"Alexandre Camargo Coutinho","COUTINHO, A. C.","4","",149,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","5","",149,,,,,,,
"Jaudete Daltio","DALTIO, Jaudete","1","7771072815395107",150,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",150,,,,,,,
"Jaudete Daltio","DALTIO, Jaudete","1","7771072815395107",151,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",151,,,,,,,
"Lucas Augusto C. Carvalho","CARVALHO, L. A. C.","1","",152,,,,,,,
"Rodrigo S. Silveira","SILVEIRA, R. S.","2","",152,,,,,,,
"Caroline S. Pereira","PEREIRA, C. S.","3","",152,,,,,,,
"Munir Salomao Skaf","SKAF, M. S.","4","",152,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","5","",152,,,,,,,
"Lucas Augusto C. Carvalho","CARVALHO, L. A. C.","1","",153,,,,,,,
"Khalid Belhajjame","BELHAJJAME, K.","2","",153,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","3","",153,,,,,,,
"Marcio de Carvalho Saraiva","SARAIVA, M. C.","1","",154,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. B.","2","",154,,,,,,,
"Lucas Augusto C. Carvalho","CARVALHO, L. A. C.","1","",155,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","2","",155,,,,,,,
"Juliano Schimiguel","SCHIMIGUEL, Juliano","1","0047384210554210",156,,,,,,,
"Maria Cecilia Calani Baranauskas","BARANAUSKAS, Maria Cecilia Calani","2","1750385790843118",156,,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",156,,,,,,,
"Juliano Lopes de Oliveira","OLIVEIRA, J. L.","1","8890030829542444",,0,,,,,,
"Fatima Pires","PIRES, F.","2","",,0,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",,0,,,,,,
"Marcos André Gonçalves","GONÇALVES, Marcos André","1","3457219624656691",,1,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,1,,,,,,
"Juliano Lopes de Oliveira","OLIVEIRA, J. L.","1","8890030829542444",,2,,,,,,
"Marcos André Gonçalves","GONÇALVES, Marcos André","2","3457219624656691",,2,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",,2,,,,,,
"Laura Andrea Seffino","SEFFINO, L. A.","1","",,3,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,3,,,,,,
"Jansle Vieira Rocha","ROCHA, Jansle Vieira","3","2810994603993810",,3,,,,,,
"Bei Yi","YI, B.","4","",,3,,,,,,
"Marcos André Gonçalves","GONÇALVES, Marcos André","1","3457219624656691",,4,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,4,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,5,,,,,,
"Marcia Jacobina Andrade","ANDRADE, M. J.","2","",,5,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,6,,,,,,
"F. W. TOMPA","TOMPA, F. W.","2","",,6,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,7,,,,,,
"R. ZICARI","ZICARI, R.","2","",,7,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,8,,,,,,
"M-J Bellosta","BELLOSTA, M.","2","",,8,,,,,,
"Genevieve Jomier","JOMIER, Genevieve","3","",,8,,,,,,
"Marie-Jose Blin","BLIN, M.","1","",,9,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,9,,,,,,
"Jacques Wainer","WAINER, J.","3","6499108085922209",,9,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,10,,,,,,
"Fatima Pires","PIRES, F.","2","",,10,,,,,,
"Renato Fileto","FILETO, Renato","1","6405951782839858",,11,,,,,,
"Ling Liu","LIU, Ling","2","",,11,,,,,,
"Calton Pu","PU, Calton","3","",,11,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","4","4643608666899616",,11,,,,,,
"Eduardo Delgado Assad","ASSAD, Eduardo Delgado","5","2634785138594199",,11,,,,,,
"Mohammed Ally Peerbocus","PEERBOCUS, Mohammed Ally","1","",,12,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,12,,,,,,
"Agnes Voisard","VOISARD, A.","3","",,12,,,,,,
"Genevieve Jomier","JOMIER, Genevieve","4","",,12,,,,,,
"Daniel dos Santos Kaster","KASTER, Daniel dos Santos","1","8013693656320228",,13,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,13,,,,,,
"Heloisa V Rocha","ROCHA, Heloisa V","3","6985892121344767",,13,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","1","3790201696145434",,14,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,14,,,,,,
"Marcos André Gonçalves","GONÇALVES, Marcos André","3","3457219624656691",,14,,,,,,
"Edward A Fox","FOX, Edward A","4","",,14,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,15,,,,,,
"Jose Perez-Alcazar","PEREZ-ALCAZAR, Jose","2","",,15,,,,,,
"Luciano Antonio Digiampietri","DIGIAMPIETRI, Luciano Antonio","3","1689147340536405",,15,,,,,,
"Gilberto Zonta Pastorello Jr","PASTORELLO JR, Gilberto Zonta","4","1941848965066045",,15,,,,,,
"André Santanchè","SANTANCHÈ, André","5","5121623021406209",,15,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","6","3790201696145434",,15,,,,,,
"Edmundo Roberto Mauro Madeira","MADEIRA, Edmundo Roberto Mauro","7","1870389730408675",,15,,,,,,
"Juliano Schimiguel","SCHIMIGUEL, Juliano","1","0047384210554210",,16,,,,,,
"Maria Cecilia Calani Baranauskas","BARANAUSKAS, Maria Cecilia Calani","2","1750385790843118",,16,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",,16,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,17,,,,,,
"Alvaro Penteado Crosta","CROSTA, Alvaro Penteado","2","1077091269921532",,17,,,,,,
"Carlos Roberto de Souza Filho","SOUZA FILHO, Carlos Roberto de","3","7835009769826262",,17,,,,,,
"Jansle Vieira Rocha","ROCHA, Jansle Vieira","4","2810994603993810",,17,,,,,,
"Jurandir Zullo Jr","ZULLO JR, Jurandir","5","",,17,,,,,,
"Rubens Augusto Camargo Lamparelli","LAMPARELLI, Rubens Augusto Camargo","6","",,17,,,,,,
"André Santanchè","SANTANCHÈ, André","1","5121623021406209",,18,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,18,,,,,,
"Gilberto Zonta Pastorello Jr","PASTORELLO JR, Gilberto Zonta","3","1941848965066045",,18,,,,,,
"André Santanchè","SANTANCHÈ, André","1","5121623021406209",,19,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,19,,,,,,
"Luciano Antonio Digiampietri","DIGIAMPIETRI, Luciano Antonio","1","1689147340536405",,20,,,,,,
"Jose Perez-Alcazar","PEREZ-ALCAZAR, Jose","2","",,20,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",,20,,,,,,
"Luciano Antonio Digiampietri","DIGIAMPIETRI, Luciano Antonio","1","1689147340536405",,21,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","2","4643608666899616",,21,,,,,,
"Joao Carlos Setubal","SETUBAL, Joao Carlos","3","0527652166877006",,21,,,,,,
"Evandro Bacarin","BACARIN, Evandro","1","1346756040555388",,22,,,,,,
"Edmundo Roberto Mauro Madeira","MADEIRA, Edmundo Roberto Mauro","2","1870389730408675",,22,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","3","4643608666899616",,22,,,,,,
"Claudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.","1","4643608666899616",,23,,,,,,
"Jaudete Daltio","DALTIO, Jaudete","1","7771072815395107",,24,,,,,,
