NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,OUTRA-PRODUCAO-TECNICA_Id
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",0,,,,,,,,,,,
"Misael Mandujano L Santana","SANTANA, M. M. L.","2","",0,,,,,,,,,,,
"Misael Mandujano L Santana","SANTANA, M. M. L.","1","",1,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",1,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",2,,,,,,,,,,,
"Francisco Antonio Menezes","MENEZES, F. A.","2","7334895542373360",2,,,,,,,,,,,
"Erico Correio da Silva","SILVA, E. C.","3","",2,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",3,,,,,,,,,,,
"José Luiz Antunes de Oliveira e Sousa","SOUSA, J. L. A. O. E.","2","4329586014611628",3,,,,,,,,,,,
"César Augusto Siqueira","SIQUEIRA, C. A.","3","",3,,,,,,,,,,,
"José Luiz Antunes de Oliveira e Sousa","SOUSA, J. L. A. O. E.","1","4329586014611628",4,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",4,,,,,,,,,,,
"César Augusto Siqueira","SIQUEIRA, C. A.","3","",4,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",5,,,,,,,,,,,
"Custódio Lima","LIMA, C.","2","",5,,,,,,,,,,,
"Francisco Antonio Menezes","MENEZES, F. A.","1","7334895542373360",6,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",6,,,,,,,,,,,
"Francisco Antonio Menezes","MENEZES, F. A.","1","7334895542373360",7,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",7,,,,,,,,,,,
"A. L. G. A. COUTINHO","COUTINHO, A. L. G. A.","1","6402361744624287",8,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",8,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",9,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",10,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",11,,,,,,,,,,,
"Carlos Armando Magalhaes Duarte","DUARTE, C. A. M.","2","",11,,,,,,,,,,,
"André T Noel","NOEL, A. T.","3","",11,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",12,,,,,,,,,,,
"Loula Fezoui","FEZOUI, L.","2","",12,,,,,,,,,,,
"Stéphane Lacire","LACIRE, S.","3","",12,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",13,,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","2","",13,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",14,,,,,,,,,,,
"A. L. G. A. COUTINHO","COUTINHO, A. L. G. A.","2","6402361744624287",14,,,,,,,,,,,
"Nelson F F Ebbecken","EBBECKEN, N. F. F.","3","",14,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","1","6979417654874483",15,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",15,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",16,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",17,,,,,,,,,,,
"Antonio Cândido Faleiros","FALEIROS, A. C.","2","6309821675699760",17,,,,,,,,,,,
"Arlenes Silvino da Silva","SILVA, A. S.","3","2796161057471466",17,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",18,,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","2","",18,,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","1","",19,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",19,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",20,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",20,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",21,,,,,,,,,,,
"Antonio Cândido Faleiros","FALEIROS, A. C.","2","6309821675699760",21,,,,,,,,,,,
"Arlenes Silvino da Silva","SILVA, A. S.","3","2796161057471466",21,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",22,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",23,,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","2","",23,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",24,,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",25,,,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","2","",25,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",25,,,,,,,,,,,
"Linda J Hayes","HAYES, L. J.","1","",26,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",26,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",27,,,,,,,,,,,
"Linda J Hayes","HAYES, L. J.","1","",28,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",28,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",29,,,,,,,,,,,
"Antonio Cândido Faleiros","FALEIROS, A. C.","2","6309821675699760",29,,,,,,,,,,,
"Francisco Antonio Menezes","MENEZES, F. A.","1","7334895542373360",30,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",30,,,,,,,,,,,
"Leonardo Slhessarenko","SLHESSARENKO, L.","3","",30,,,,,,,,,,,
"Francisco Antonio Menezes","MENEZES, F. A.","1","7334895542373360",31,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",31,,,,,,,,,,,
"Leonardo Slhessarenko","SLHESSARENKO, L.","3","",31,,,,,,,,,,,
"Erico Correio da Silva","SILVA, E. C.","1","",32,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",32,,,,,,,,,,,
"Misael Mandujano L Santana","SANTANA, M. M. L.","1","",33,,,,,,,,,,,
