NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,PARTITURA-MUSICAL_Id,PREFACIO-POSFACIO_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,RELATORIO-DE-PESQUISA_Id,OUTRA-PRODUCAO-TECNICA_Id,OUTRA-PRODUCAO-ARTISTICA-CULTURAL_Id,ARTES-CENICAS_Id,MUSICA_Id
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,9,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,10,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,11,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,12,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,13,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,14,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,15,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,16,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,17,,,,,,
"MENEZES, Simone","Simone Menezes","2","",,,,,,,,,,,17,,,,,,
"Carlos Simioni","Carlos Simioni","3","",,,,,,,,,,,17,,,,,,
"Ricardo Puccetti","PUCCETTI, R.","4","",,,,,,,,,,,17,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,18,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,19,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,20,,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,0,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,1,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,2,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,3,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,4,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,5,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,6,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,7,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,8,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,9,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,10,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,11,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,12,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,13,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,14,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,15,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,16,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,17,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,18,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,19,,,,,
"Aylton Escobar","ESCOBAR, A.","2","",,,,,,,,,,,,19,,,,,
"Adina Izzara","IZZARA, A.","3","",,,,,,,,,,,,19,,,,,
"SILVIO FERRAZ DE MELLO FILHO","Ferraz, S.","4","",,,,,,,,,,,,19,,,,,
"Maria de Lourdes Sekeff","SEKEFF, M.L.","5","",,,,,,,,,,,,19,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,20,,,,,
"Dionísio Machado Neto","NETO, D. M.","2","",,,,,,,,,,,,20,,,,,
"Mary Angela Biason","BIASON, M.","3","",,,,,,,,,,,,20,,,,,
"Flávia Toni","TONI, F.","4","",,,,,,,,,,,,20,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,21,,,,,
"Paulo de Tarso Salles","SALLES, P.T.","2","",,,,,,,,,,,,21,,,,,
"Gilmar Roberto Jardim","JARDIM, G. R.","3","",,,,,,,,,,,,21,,,,,
"José Augusto Mannis","MANNIS, J. A.","4","",,,,,,,,,,,,21,,,,,
"Yara Borges Caznok","CAZNOK, Y. B.","5","",,,,,,,,,,,,21,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,22,,,,,
"Rodolfo Coelho de Souza","Rodolfo Coelho de Souza","2","",,,,,,,,,,,,22,,,,,
"JOSE AUGUSTO MANNIS","Mannis, José Augusto","3","",,,,,,,,,,,,22,,,,,
"Fernando Iazzeta","IAZZETA, F.","4","",,,,,,,,,,,,22,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,23,,,,,
"Vânia Dantas Leite","LEITE, V. D.","2","",,,,,,,,,,,,23,,,,,
"Fernando Iazzeta","IAZZETA, F.","3","",,,,,,,,,,,,23,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,24,,,,,
"Rodolfo Caesar","CAESAR, R.","2","",,,,,,,,,,,,24,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,25,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,26,,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,0,,,,
"Clayton Rosa Mamedes","MAMEDES, Clayton Rosa","2","6550096587297485",,,,,,,,,,,,,0,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,1,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,2,,,,
"HELENA JANK","Jank, Helena","1","",,,,,,,,,,,,,,0,,,
"ADRIANA GIAROLA KAYAMA","Kayama, Adriana Giarola","2","",,,,,,,,,,,,,,0,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","3","5348922588451895",,,,,,,,,,,,,,0,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,,1,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,,2,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,,,,,,,,,3,,,
