DESCRICAO-INFORMACOES-ADICIONAIS,DESCRICAO-INFORMACOES-ADICIONAIS-INGLES,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,PROCESSOS-OU-TECNICAS_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,MIDIA-SOCIAL-WEBSITE-BLOG_Id,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id,ORIENTACOES-CONCLUIDAS-PARA-POS-DOUTORADO_Id,OUTRAS-ORIENTACOES-CONCLUIDAS_Id,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id,OUTRAS-BANCAS-JULGADORAS_Id,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"1.	Entrevista para a Rádio RTV UNICAMP : Programa Panorama Ciência, "Uso de linhas semelhantes para o ensaio da manobra de energização do Elo CA"- Rádio RTV UNICAMP, Campinas 14/09/2012 ? Nº 17. http://www.4shared.com/mp3/BiglELd6/14R_Panorama_Cincia_-_17_-_Ene.html, MC Tavares, Elson C Gomes, Jeverson Barbiere, 2012","1.	Entrevista para a Rádio RTV UNICAMP : Programa Panorama Ciência, "Uso de linhas semelhantes para o ensaio da manobra de energização do Elo CA"- Rádio RTV UNICAMP, Campinas 14/09/2012 ? Nº 17. http://www.4shared.com/mp3/BiglELd6/14R_Panorama_Cincia_-_17_-_Ene.html, MC Tavares, Elson C Gomes, Jeverson Barbiere, 2012",,,,,,,,,,,,,1,,,,,,,,,,,,
"Palestra ministrada via UStream com acesso pelo Facebook e Twitter patrocinada pelo IEEE ramo IEEE dos EUA para divulgação e aumento do número de mulheres nas engenharias. Participação de 106 pessoas através dos diversos meios WEB. Palestra com apresentação ao vivo filmada via UStream com perguntas realizadas via facebbok, twitter e UStream do IEEE. 
Realizada em 25/09/2012.","",,,,,,,,,,,,,,0,,,,,,,,,,,
"Defesa em 17/11/2005
Neste trabalho foi realizada uma extensa análise de sensibilidade dos parâmetros elétricos longitudinais e transversais de uma linha de transmissão trifásica em função da freqüência. Uma linha de 440 kV foi utilizada como base para a parametrização. Na análise de sensibilidade variaram-se as seguintes características da linha: Diâmetro dos cabos pára-raios, diâmetros dos condutores fase, altura dos condutores, distância horizontal entre as fases, espaçamento vertical nas fases externas. Para cada variação, observou-se o comportamento dos parâmetros elétricos em função da freqüência, em termos das matrizes primitivas e em termos dos modos. Também foi observado o fator de aterramento e foram estimados os aumentos de potência transmitida. A utilização de Linhas de Potência Natural Elevada foi abordada e relacionada às variações de geometria da linha.
Banca Examinadora
Maria Cristina Dias Tavares
Ariovaldo Venâncio Garcia
Carlos Manuel de Jesus Cruz de Medeiros Portela","",,,,,,,,,,,,,,,0,,,,,,,,,,
"Defesa em 5/8/2005
Banca
Maria Cristina Dias Tavares
Carlos Manuel de Jesus da Cruz de Medeiros Portela
José Pissolato Filho
Leonardo de Souza Mendes","",,,,,,,,,,,,,,,1,,,,,,,,,,
"Defesa em 16/11/2006","",,,,,,,,,,,,,,,2,,,,,,,,,,
"Defesa em 13/08/2007","",,,,,,,,,,,,,,,3,,,,,,,,,,
"defesa em 10/07/2007","",,,,,,,,,,,,,,,4,,,,,,,,,,
"Defesa em 16/03/2009","",,,,,,,,,,,,,,,5,,,,,,,,,,
"Defesa em 28/02/2012","",,,,,,,,,,,,,,,6,,,,,,,,,,
"Defesa em 20/08/2010","",,,,,,,,,,,,,,,7,,,,,,,,,,
"Defesa em 11/03/2013","",,,,,,,,,,,,,,,8,,,,,,,,,,
"defesa em 30/julho/2012","",,,,,,,,,,,,,,,9,,,,,,,,,,
"defesa em 03/jul/2014","",,,,,,,,,,,,,,,10,,,,,,,,,,
"defesa em 23/04/2014
Banca 
Profa. Maria Cristina Tavares
Prof. Athula Rajapakse (Universidade de Manitoba)
Prof. Luiz Carlos Pereira da Silva","",,,,,,,,,,,,,,,11,,,,,,,,,,
"defesa em 24/04/2015","",,,,,,,,,,,,,,,12,,,,,,,,,,
"defesa em 31/08/2016","",,,,,,,,,,,,,,,13,,,,,,,,,,
"defesa em 11/03/2016","",,,,,,,,,,,,,,,14,,,,,,,,,,
"defesa em 10/03/2016","",,,,,,,,,,,,,,,15,,,,,,,,,,
"defesa em 26/05/2017","",,,,,,,,,,,,,,,16,,,,,,,,,,
"defesa em 17/05/2016","",,,,,,,,,,,,,,,17,,,,,,,,,,
"defesa em 07/04/2017","",,,,,,,,,,,,,,,18,,,,,,,,,,
"defesa em 27/01/2015","",,,,,,,,,,,,,,,19,,,,,,,,,,
"data da defesa : 16/maio/2003","",,,,,,,,,,,,,,,,1,,,,,,,,,
"Defesa em 18/11/2005
O objetivo deste trabalho È contribuir no estudo de linhas de transmiss?o e desenvolvimento de
modelos voltados a programas do tipo EMTP. O trabalho desenvolvido consiste em aproveitar as
propriedades e semelhanÁas relacionadas aos modos n?o homopolares de propagaÁ?o das linhas de
transmiss?o, consideradas idealmente transpostas ou que apresentem plano de simetria vertical. Por
meio de manipulaÁýes da matriz de transformaÁ?o atravÈs do uso de vetores ortogonais e elementos
complexos no domÌnio modal, pode-se reduzir a dimens?o dos vetores de estado. O procedimento
proposto È direcionado ?s modelagens que utilizam transformaÁ?o fase-modo-fase na determinaÁ?o
das vari·veis de estado (corrente e tens?o) nas linhas de transmiss?o. Os recursos usados levam a
uma reduÁ?o tanto em n'mero de operaÁýes por iteraÁ?o quanto em alocaÁ?o de estados, otimizando
o procedimento de c·lculo e aumentando a velocidade de simulaÁ?o no processamento. A economia
computacional, que o procedimento aqui proposto proporciona, pode ser usada em ferramentas de
simulaÁ?o em tempo real.

Banca Examinadora

Maria Cristina Dias Tavares
Carlos Manuel de Jesus Cruz de Medeiros Portela
Ernesto Ruppert Filho
Luiz Cera Zanetta
Basílio Ernesto de Almeida Milani","",,,,,,,,,,,,,,,,2,,,,,,,,,
"defesa em 22/04/2010","",,,,,,,,,,,,,,,,3,,,,,,,,,
"DEFESA EM 1/03/2013
FEEC/UNICAMP","",,,,,,,,,,,,,,,,4,,,,,,,,,
"defesa em 04/12/2015","",,,,,,,,,,,,,,,,5,,,,,,,,,
"Defesa ocorrida em 03/07/2012","",,,,,,,,,,,,,,,,6,,,,,,,,,
"defesa em 24/03/2017
bolsista FAPESP 2014/06232-3","",,,,,,,,,,,,,,,,7,,,,,,,,,
"defesa em 28/09/2011","",,,,,,,,,,,,,,,,8,,,,,,,,,
"Supervisão de pós-doutoramento com financiamento CNPq
 início em 06/2010 - duração 24 meses.","",,,,,,,,,,,,,,,,,0,,,,,,,,
"Supervisão de pós-doutoramento - Início em 10/2011 com duração de 24 meses","",,,,,,,,,,,,,,,,,1,,,,,,,,
"O Prof Marcos Paz realizou pesquisa de pós-doutoramento junto com suas atividades docentes na UEFS de 2009 a 2011
Análise de transitórios eletromagnéticos em linhas de meio comprimento de onda","",,,,,,,,,,,,,,,,,2,,,,,,,,
"O objetivo da atividade foi aprender a teoria de cálculo de parâmetros elétricos de linha de transmissão e desenvolver um programa para calcular estes parâmetros, para uma linha genérica polifásica, no domínio da freqüência. 
Além disto, foi definido que o programa seria implementado no ambiente "Mathematica", o que implicou no conhecimento mais profundo desta ferramenta. 
Os parâmetros elétricos calculados foram expressos na forma de matrizes de dimensões dadas pelo número total de condutores da linha, sendo estas matrizes associadas aos parâmetros longitudinais e transversais da linha.","",,,,,,,,,,,,,,,,,,1,,,,,,,
"O cálculo de parâmetros elétricos de linha de transmissão foi implementado para uma linha da CESP de 440 kV (Araraquara-Bauru) no ambiente computacional do "Mathematica". Simultaneamente ao cálculo de parâmetros, a revisão da teoria de linhas foi realizada.
Nesta implementação do cálculo de parâmetros utilizou-se as formulações de Carson, sob a forma de séries e integrais [1] e [2], para representar o efeito do solo real na impedância da linha. Dentre as fórmulas simplificadas utilizou-se a modelagem da distância complexa [2] e [3], utilizada na representação do solo real.
Implementadas as fórmulas de cálculo de parâmetros, diversas análises de sensibilidade dos parâmetros de linha (resistência e indutância) em relação à freqüência e à resistividade do solo, foram realizadas. Também foi elaborado um estudo comparativo entre as metodologias de cálculo utilizadas nesta fase e na etapa anterior [4].
	Através destes estudos e aproveitando os recursos do ambiente "Mathematica", tornou-se possível a visualização das faixas de validade de cada método.","",,,,,,,,,,,,,,,,,,2,,,,,,,
"Neste relatório são apresentados os resultados obtidos ao longo dos 02 anos de trabalho como bolsista de iniciação científica. O objetivo deste projeto consistiu na capacitação de mão de obra para utilização do ATP (Alternative Transient Program). Atualmente este programa é adotado pela maioria das concessionárias, consultoras e universidades brasileiras e mundiais, sendo também utilizado no desenvolvimento do modelo de linha de transmissão da Dra. Maria Cristina Tavares denominado Quase-Modos. Alguns testes com outros modelos existentes no ATP foram realizados, o que implicou em aprendizado do seu uso.","",,,,,,,,,,,,,,,,,,3,,,,,,,
"O objetivo da atividade foi aprender a teoria de cálculo de parâmetros elétricos de linha de transmissão e desenvolver um programa para calcular estes parâmetros, para uma linha genérica polifásica, no domínio da freqüência. 
Além disto, foi definido que o programa seria implementado no ambiente "Mathematica", o que implicou no conhecimento mais profundo desta ferramenta. 
Os parâmetros elétricos calculados foram expressos na forma de matrizes de dimensões dadas pelo número total de condutores da linha, sendo estas matrizes associadas aos parâmetros longitudinais e transversais da linha. 
O cálculo de parâmetros é importante à diversas análises do sistema de potência.
A linha utilizada como exemplo é uma linha da CESP de 440 kV, circuito simples, trifásica.","",,,,,,,,,,,,,,,,,,4,,,,,,,
"programa de estágio docente de atividade supervisionada de apoio a docência","",,,,,,,,,,,,,,,,,,9,,,,,,,
"programa de estágio docente de atividade supervisionada de apoio a docência","",,,,,,,,,,,,,,,,,,10,,,,,,,
"programa de apoio ao ensino da graduação - aluno de graduação","",,,,,,,,,,,,,,,,,,11,,,,,,,
"Neste trabalho será estudado o comportamento da proteção diferencial de um transformador de potência, reproduzindo os problemas encontrados em campo, tanto de saturação dos equipamentos de medição, especificamente dos transformadores de corrente (TCs), quanto de manobras e defeitos que acarretam na operação indevida do relé.
O trabalho será aplicado a um sistema elétrico real reduzido, modelando-se o transformador com sua proteção diferencial e os equipamentos de medição. O transformador utilizado será simulado a partir de dados reais obtidos de concessionária, sendo então submetido a diversas situações análogas às que ocorrem na prática.
O aluno não concluiu o trabalho.","",,,,,,,,,,,,,,,,,,14,,,,,,,
"defesa em 29/out/04","",,,,,,,,,,,,,,,,,,,7,,,,,,
"defesa em 08/03/2005","",,,,,,,,,,,,,,,,,,,8,,,,,,
"tese de mestrado defendida na COPPE / UFRJ em 30/03/2006","",,,,,,,,,,,,,,,,,,,9,,,,,,
"defesa de mestrado ocorrida em 5/8/2005","",,,,,,,,,,,,,,,,,,,10,,,,,,
"defesa ocorrida em 17/11/2005","",,,,,,,,,,,,,,,,,,,11,,,,,,
"defesa em 12/06/2007","",,,,,,,,,,,,,,,,,,,13,,,,,,
"Defesa em 15/06/2007","",,,,,,,,,,,,,,,,,,,14,,,,,,
"defesa em 10/07/2007","",,,,,,,,,,,,,,,,,,,15,,,,,,
"defesa em 13/08/2007 na UNICAMP","",,,,,,,,,,,,,,,,,,,16,,,,,,
"Defesa em 16/03/2009","",,,,,,,,,,,,,,,,,,,17,,,,,,
"defesa em 30/03/2009","",,,,,,,,,,,,,,,,,,,18,,,,,,
"defesa em 20/08/2010","",,,,,,,,,,,,,,,,,,,19,,,,,,
"defesa em 18/03/2011","",,,,,,,,,,,,,,,,,,,20,,,,,,
"defesa em 28/02/2012","",,,,,,,,,,,,,,,,,,,21,,,,,,
"defesa em 30/07/2012","",,,,,,,,,,,,,,,,,,,22,,,,,,
"Defesa em 11/03/2013","",,,,,,,,,,,,,,,,,,,23,,,,,,
"Defesa em 23/04/2014","",,,,,,,,,,,,,,,,,,,25,,,,,,
"defesa em 03/07/2014","",,,,,,,,,,,,,,,,,,,26,,,,,,
"defesa em 27/01/2015","",,,,,,,,,,,,,,,,,,,27,,,,,,
"defesa em 24/04/2015","",,,,,,,,,,,,,,,,,,,28,,,,,,
"defesa em 24/10/2015","",,,,,,,,,,,,,,,,,,,29,,,,,,
"defesa em 26/05/2017","",,,,,,,,,,,,,,,,,,,33,,,,,,
"defesa em 31/08/2016","",,,,,,,,,,,,,,,,,,,34,,,,,,
"26 maio 2017","",,,,,,,,,,,,,,,,,,,35,,,,,,
"21/07/2004 - Campinas Grande - PB","",,,,,,,,,,,,,,,,,,,,2,,,,,
"defesa em 28/02/2005","",,,,,,,,,,,,,,,,,,,,3,,,,,
"defesa em 10/03/2006","",,,,,,,,,,,,,,,,,,,,4,,,,,
"defesa ocorrida em 18/11/2005","",,,,,,,,,,,,,,,,,,,,5,,,,,
"Defesa em 06/12/2006 - COPPE/ UFRJ","",,,,,,,,,,,,,,,,,,,,6,,,,,
"Defesa : 20/05/2005","",,,,,,,,,,,,,,,,,,,,7,,,,,
"defesa em 17/07/2009","",,,,,,,,,,,,,,,,,,,,8,,,,,
"defesa em 22/04/2010","",,,,,,,,,,,,,,,,,,,,9,,,,,
"banca em 25/05/2010","",,,,,,,,,,,,,,,,,,,,10,,,,,
"defesa em 03/11/2010","",,,,,,,,,,,,,,,,,,,,11,,,,,
"defesa em 03/11/2010","",,,,,,,,,,,,,,,,,,,,12,,,,,
"Defesa na Universidad Nacional de San Juan no dia 09/03/2011.","",,,,,,,,,,,,,,,,,,,,13,,,,,
"defesa na Universidad Nacional de San Juan no dia 09/03/2011","",,,,,,,,,,,,,,,,,,,,14,,,,,
"defesa em 23/05/2011","",,,,,,,,,,,,,,,,,,,,15,,,,,
"defesa em 30/03/2012","",,,,,,,,,,,,,,,,,,,,17,,,,,
"Defesa em 17/04/2012","",,,,,,,,,,,,,,,,,,,,18,,,,,
"defesa em 03/07/2012","",,,,,,,,,,,,,,,,,,,,19,,,,,
"banca em 05/10/2012","",,,,,,,,,,,,,,,,,,,,20,,,,,
"DEFESA EM 1/03/2013","",,,,,,,,,,,,,,,,,,,,21,,,,,
"defesa em 31/08/2015.","",,,,,,,,,,,,,,,,,,,,22,,,,,
"banca em 04/12/2015","",,,,,,,,,,,,,,,,,,,,23,,,,,
"defesa em 22/02/2016","",,,,,,,,,,,,,,,,,,,,24,,,,,
"defesa em 24/03/2017","",,,,,,,,,,,,,,,,,,,,25,,,,,
"28/fev/2017","",,,,,,,,,,,,,,,,,,,,26,,,,,
"Qualificação em 15/01/2005","",,,,,,,,,,,,,,,,,,,,,2,,,,
"Defesa do tema em 29/09/2006.","",,,,,,,,,,,,,,,,,,,,,3,,,,
"Qualificação em 18/06/2007","",,,,,,,,,,,,,,,,,,,,,4,,,,
"Banca em 25/06/2007","",,,,,,,,,,,,,,,,,,,,,5,,,,
"ocorrido em 16/10/2009","",,,,,,,,,,,,,,,,,,,,,7,,,,
"qualificação em 22/10/2010","",,,,,,,,,,,,,,,,,,,,,8,,,,
"defesa em 24/09/2010","",,,,,,,,,,,,,,,,,,,,,9,,,,
"defesa do tema em 02/12/2014","",,,,,,,,,,,,,,,,,,,,,10,,,,
"Concurso público realizado no período de 22 a 24 de setembro de 2009 para o Departamento de Engenharia Elétrica da UFF","",,,,,,,,,,,,,,,,,,,,,,0,,,
"realizado no período de 03 a 06 de dezembro de 2012","",,,,,,,,,,,,,,,,,,,,,,1,,,
"Promoção da Classe de Assistente B para Adjunto A do Prof. Marcos de Araujo Paz no dia 18/04/2011","",,,,,,,,,,,,,,,,,,,,,,,5,,
"Participação como membro externo do processo seletivo para concessão de bolsas de Iniciação Científica PIBIC - PIBITI/CNPq na PUC-Campinas em 12 e 13/06/2012","",,,,,,,,,,,,,,,,,,,,,,,7,,
"Início em 01/03/2012","",,,,,,,,,,,,,,,,,,,,,,,,0,
"Início em 01/08/2011","",,,,,,,,,,,,,,,,,,,,,,,,,6
